sentence=1	But	but	but	CC	O	(h<root> / --LEX--  :ARG2 (m<o>))	contrast-01	(o(s()))	0	ROOT	true
5	authors	_	author	NNS	O	(p2<root> / person  :ARG0-of (e2 / --LEX--))	write-01	()	3	APP_o	true
6	to	_	to	TO	O	_	person	_	0	IGNORE	true
7	describe	_	describe	VB	O	(s<root> / --LEX--  :ARG0 (y<s>)  :ARG1 (a<o>))	$LEMMA$-01	(s(), o())	3	APP_o2	true
8	Christian	_name_	christian	JJ	O	(r<root> / religious-group  :name (n / --LEX--)  :mod-of (m2<mod>))	_NAME_	(mod())	9	MOD_mod	true
9	concepts	_	concept	NNS	O	(d<root> / --LEX--)	$LEMMA$	()	7	APP_o	true
10	such	_	such	JJ	O	_	cause-01	_	0	IGNORE	true
11	as	_	as	IN	O	_	cause-01	_	0	IGNORE	true
12	hell	_	hell	NN	O	(g<root> / --LEX--  :example-of (a<mod>))	$LEMMA$	(mod())	9	MOD_mod	true
13	that	_	that	WDT	O	_	$LEMMA$	_	0	IGNORE	true
14	indicated	_	indicate	VBD	O	(s<root> / --LEX--  :ARG0 (y<s>)  :ARG1 (a<o>))	$LEMMA$-01	(s(), o())	9	MOD_s	true
15	both	_	both	CC	O	_	$LEMMA$	_	0	IGNORE	true
16	his	_	he	PRP$	O	_	thing	_	0	IGNORE	true
17	classical	_	classical	JJ	O	(p<root> / --LEX--  :mod-of (s<mod>))	$LEMMA$	(mod())	18	MOD_mod	true
18	education	_	education	NN	O	(d<root> / --LEX--)	educate-01	()	19	APP_op1	true
19	and	_	and	CC	O	(a<root> / --LEX--  :op1 (b<op1>)  :op2 (g<op2>))	$LEMMA$	(op2(), op1())	14	APP_o	true
20	his	_	he	PRP$	O	_	thing	_	0	IGNORE	true
21	deep	_	deep	JJ	O	(s<root> / --LEX--  :ARG1 (p<s>))	$LEMMA$-02	(s())	22	MOD_s	true
22	shame	_	shame	NN	O	(d<root> / --LEX--)	$LEMMA$-01	()	19	APP_op2	true
23	of	_	of	IN	O	_	include-91	_	0	IGNORE	true
24	their	_	they	PRP$	O	_	person	_	0	IGNORE	true
25	associated	_	associate	VBN	O	(s<root> / --LEX--  :ARG1 (p<s>))	relate-01	(s())	22	MOD_s	true
26	practices,	_	practices,	NNP	O	_	$LEMMA$	_	0	IGNORE	true
27	such	_	such	JJ	O	_	$LEMMA$	_	0	IGNORE	true
28	as	_	as	IN	O	_	cause-01	_	0	IGNORE	true
29	pederasty	_	pederasty	NN	O	(g<root> / --LEX--  :example-of (a<mod>))	$LEMMA$	(mod())	22	MOD_mod	true
30	which	_	which	WDT	O	_	name	_	0	IGNORE	true
31	was	_	be	VBD	O	_	person	_	0	IGNORE	true
32	found	_	find	VBN	O	(s<root> / --LEX--  :ARG1 (p<s>))	$LEMMA$-01	(s())	29	MOD_s	true
33	in	_	in	IN	O	_	i	_	0	IGNORE	true
34	Rome.	_name_	Rome.	NNP	O	(c<root> / city  :name (n / --LEX--)  :location-of (l<mod>))	_NAME_	(mod())	22	MOD_mod	true
35	[citation	_	[citation	XX	O	(n<root> / --LEX--  :time-of (p<mod>))	$LEMMA$	(mod())	32	MOD_mod	true
36	needed	_	need	VBN	O	(s<root> / --LEX--  :ARG1 (p<s>))	$LEMMA$-01	(s())	32	MOD_s	true
37	]	_	]	-RRB-	O	_	$LEMMA$	_	0	IGNORE	true

nodealignment=[17@@p@@classical, 19@@a@@and, 34@@c@@city, 9@@d@@concept, 12@@g@@hell, 36@@s@@need-01, 25@@s@@relate-01, 3@@i@@use-01, 32@@s@@find-01, 34@@n@@_NAME_, 18@@d@@educate-01, 14@@s@@indicate-01, 5@@e2@@write-01, 1@@n@@_NAME_, 22@@d@@shame-01, 29@@g@@pederasty, 1@@p@@person, 5@@p2@@person, 35@@n@@[citation, 7@@s@@describe-01, 8@@r@@religious-group, 4@@p@@classical, 21@@s@@deep-02, 2@@n@@initial, 8@@n@@_NAME_]
sentence=1	The	the	the	DT	O	_	name	_	0	IGNORE	true
2	Olmec	_name_	Olmec	NNP	O	(e<root> / ethnic-group  :name (n / --LEX--))	_NAME_	()	3	APP_s	true
3	carved	_	carve	VBD	O	(b<root> / --LEX--  :ARG1 (i<o>)  :ARG2 (h<o2>)  :ARG0 (a<s>))	$LEMMA$-01	(o2(), s(), o())	0	ROOT	true
4	heads	_	head	NNS	O	(d<root> / --LEX--)	$LEMMA$	()	3	APP_o	true
5	from	_	from	IN	O	_	have-org-role-91	_	0	IGNORE	true
6	giant	_	giant	JJ	O	(p<root> / --LEX--  :mod-of (s<mod>))	$LEMMA$	(mod())	7	MOD_mod	true
7	boulders	_	boulder	NNS	O	(s<root> / --LEX--  :source-of (d<mod>))	$LEMMA$	(mod())	3	MOD_mod	true
8	that	_	that	WDT	O	_	foot	_	0	IGNORE	true
9	ranged	_	range	VBD	O	(s<root> / --LEX--  :ARG1 (w<s>)  :ARG2 (d<o>))	$LEMMA$-01	(s(), o())	7	MOD_s	true
10	from	_	from	IN	O	(s<root> / --LEX--  :ARG1 (w<s>)  :ARG2 (d<o>))	and	(s(), o())	3	MOD_o	true
11	four	_	four	CD	O	(d<root> / --LEX--)	4	()	10	APP_s	true
12	to	_	to	TO	O	_	year	_	0	IGNORE	true
13	eleven	_	eleven	CD	O	(explicitanon0<root> / --LEX--  :quant-of (b<mod>))	10	(mod())	14	MOD_mod	true
14	feet	_	foot	NNS	O	(d<root> / distance-quantity  :unit (m / --LEX--))	$LEMMA$	()	16	APP_s	true
15	in	_	in	IN	O	_	relative-position	_	0	IGNORE	true
16	height	_	height	NN	O	(s<root> / --LEX--  :ARG1 (p<s>))	high-02	(s())	9	APP_o	true
17	and	_	and	CC	O	_	$LEMMA$	_	0	IGNORE	true
18	could	_	could	MD	O	(s<root> / --LEX--  :ARG1 (p<s>))	possible-01	(s())	19	MOD_s	true
19	weigh	_	weigh	VB	O	(s<root> / --LEX--  :ARG1 (p<s>))	$LEMMA$-01	(s())	7	MOD_s	true
20	up	_	up	IN	O	(o<root> / --LEX--  :op1 (b<op1>))	$LEMMA$-to	(op1())	3	APP_o2	true
21	to	_	to	TO	O	_	up-$LEMMA$	_	0	IGNORE	true
22	fifty	_	fifty	CD	O	(explicitanon0<root> / --LEX--  :quant-of (b<mod>))	20	(mod())	23	MOD_mod	true
23	tons	_	ton	NNS	O	(m<root> / mass-quantity  :unit (g2 / --LEX--))	$LEMMA$	()	20	APP_op1	true
24	.	_	.	.	O	_	have-quant-91	_	0	IGNORE	true

nodealignment=[11@@d@@4, 22@@explicitanon0@@20, 23@@g2@@ton, 3@@b@@carve-01, 13@@explicitanon0@@10, 9@@s@@range-01, 14@@m@@foot, 4@@d@@head, 23@@m@@mass-quantity, 18@@s@@possible-01, 2@@n@@_NAME_, 2@@e@@ethnic-group, 20@@o@@up-to, 16@@s@@high-02, 6@@p@@giant, 14@@d@@distance-quantity, 7@@s@@boulder, 19@@s@@weigh-01, 10@@s@@and]
sentence=1	In	in	in	IN	O	_	cause-01	_	0	IGNORE	true
2	passing	_	pass	VBG	O	(a<root> / --LEX--  :ARG2 (u<o2>)  :ARG1 (t2<o>)  :ARG0 (t<s>)  :condition-of (c<mod>))	$LEMMA$-05	(mod(), o2(), s(), o())	11	MOD_mod	true
3	this	_	this	DT	O	(p<root> / --LEX--  :mod-of (s<mod>))	$LEMMA$	(mod())	4	MOD_mod	true
4	office	_	office	NN	O	(d<root> / --LEX--)	$LEMMA$	()	2	APP_s	true
5	to	_	to	IN	O	_	and	_	0	IGNORE	true
6	the	_	the	DT	O	_	person	_	0	IGNORE	true
7	Vice	vice	Vice	NNP	O	(d<root> / --LEX--)	$LEMMA$	()	2	APP_o	true
8	President,	president,	President,	NNP	O	_	-	_	0	IGNORE	true
9	I	i	I	PRP	O	(d<root> / --LEX--)	$REPL$	()	11	APP_s	true
10	also	_	also	RB	O	(p<root> / --LEX--  :mod-of (s<mod>))	$LEMMA$	(mod())	11	MOD_mod	true
11	do	_	do	VBP	O	(b<root> / --LEX--  :ARG1 (i<o>)  :ARG2 (h<o2>)  :ARG0 (a<s>))	$LEMMA$-02	(o2(), s(), o())	0	ROOT	true
12	so	_	so	RB	O	(d<root> / --LEX--)	$LEMMA$	()	11	APP_o	true
13	with	_	with	IN	O	_	have-03	_	0	IGNORE	true
14	the	_	the	DT	O	_	person	_	0	IGNORE	true
15	profound	_	profound	JJ	O	(p<root> / --LEX--  :mod-of (s<mod>))	$LEMMA$	(mod())	16	MOD_mod	true
16	sense	_	sense	NN	O	(s<root> / --LEX--  :ARG0 (y<s>)  :ARG1 (a<o>))	$LEMMA$-01	(s(), o())	11	MOD_o	true
17	of	_	of	IN	O	_	include-91	_	0	IGNORE	true
18	the	_	the	DT	O	_	he	_	0	IGNORE	true
19	weight	_	weight	NN	O	(s<root> / --LEX--  :ARG1 (p<s>))	$LEMMA$	(s())	16	APP_s	true
20	of	_	of	IN	O	_	person	_	0	IGNORE	true
21	responsibility	_	responsibility	NN	O	(d<root> / --LEX--)	responsible-03	()	19	APP_s	true
22	that	_	that	WDT	O	_	$LEMMA$	_	0	IGNORE	true
23	will	_	will	MD	O	_	thing	_	0	IGNORE	true
24	fall	_	fall	VB	O	(s<root> / --LEX--  :ARG1 (w<s>)  :ARG2 (d<o>))	$LEMMA$-01	(s(), o())	19	MOD_s	true
25	on	_	on	IN	O	(p<root> / --LEX--  :mod-of (s<mod>))	$LEMMA$	(mod())	11	MOD_mod	true
26	his	_	he	PRP$	O	_	$LEMMA$	_	0	IGNORE	true
27	shoulders	_	shoulder	NNS	O	(d<root> / --LEX--)	$LEMMA$	()	24	APP_o	true
28	tomorrow	_name_	tomorrow	NN	O	(n<root> / --LEX--  :time-of (p<mod>))	$LEMMA$	(mod())	24	MOD_mod	true
29	and,	_	and,	JJ	O	_	person	_	0	IGNORE	true
30	therefore,	_	therefore,	NNS	O	_	contrast-01	_	0	IGNORE	true
31	of	_	of	IN	O	_	include-91	_	0	IGNORE	true
32	the	_	the	DT	O	_	he	_	0	IGNORE	true
33	understanding,	_	understanding,	NNS	O	_	$LEMMA$	_	0	IGNORE	true
34	the	_	the	DT	O	(s<root> / --LEX--  :ARG1 (w<s>)  :ARG2 (d<o>))	he	(s(), o())	11	MOD_o	true
35	patience,	_	patience,	NNP	O	(s<root> / --LEX--  :ARG1 (p<s>))	$LEMMA$	(s())	11	APP_o2	true
36	the	_	the	DT	O	_	person	_	0	IGNORE	true
37	cooperation	_	cooperation	NN	O	(d<root> / --LEX--)	cooperate-01	()	35	APP_s	true
38	he	_	he	PRP	O	_	$LEMMA$	_	0	IGNORE	true
39	will	_	will	MD	O	_	person	_	0	IGNORE	true
40	need	_	need	VB	O	(s<root> / --LEX--  :ARG1 (p<s>))	$LEMMA$-01	(s())	37	MOD_s	true
41	from	_	from	IN	O	_	person	_	0	IGNORE	true
42	all	_	all	DT	O	(p<root> / --LEX--  :mod-of (s<mod>))	$LEMMA$	(mod())	34	MOD_mod	true
43	Americans	_name_	Americans	NNPS	O	(c<root> / country  :name (n / --LEX--)  :mod-of (p<mod>))	_NAME_	(mod())	25	MOD_mod	true
44	.	_	.	.	O	_	person	_	0	IGNORE	true

nodealignment=[2@@a@@pass-05, 42@@p@@all, 19@@s@@weight, 24@@s@@fall-01, 3@@p@@this, 34@@s@@he, 10@@p@@also, 7@@d@@Vice, 15@@p@@profound, 27@@d@@shoulder, 21@@d@@responsible-03, 9@@d@@i, 40@@s@@need-01, 16@@s@@sense-01, 25@@p@@on, 11@@b@@do-02, 35@@s@@patience,, 43@@n@@_NAME_, 43@@c@@country, 12@@d@@so, 37@@d@@cooperate-01, 28@@n@@tomorrow, 4@@d@@office]
sentence=1	This	this	this	DT	O	(d<root> / --LEX--)	$LEMMA$	()	5	APP_dom	true
2	is	_	be	VBZ	O	_	person	_	0	IGNORE	true
3	the	_	the	DT	O	_	-1	_	0	IGNORE	true
4	ARES	_name_	ARES	NNP	O	(n<root> / --LEX--  :name-of (s<mod>))	_NAME_	(mod())	5	MOD_mod	true
5	group	_	group	NN	O	(r<root> / --LEX--  :domain (q<dom>))	$LEMMA$	(dom())	0	ROOT	true
6	that	_	that	WDT	O	_	$LEMMA$	_	0	IGNORE	true
7	handles	_	handle	VBZ	O	(s<root> / --LEX--  :ARG0 (y<s>)  :ARG1 (a<o>))	$LEMMA$-01	(s(), o())	5	MOD_s	true
8	returned	_	return	VBD	O	(s<root> / --LEX--  :ARG1 (p<s>))	$LEMMA$-01	(s())	9	MOD_s	true
9	samples	_	sample	NNS	O	(d<root> / --LEX--)	$LEMMA$-01	()	13	APP_op1	true
10	(Moon	(moon	(moon	ADD	O	(p<root> / --LEX--  :mod-of (s<mod>))	$LEMMA$	(mod())	9	MOD_mod	true
11	Rocks,_Genesis_chips,	_name_	chips,	NNP	O	_	mean-01	_	0	IGNORE	true
12	Meteorites,	_name_	Meteorites,	NNP	O	_	and	_	0	IGNORE	true
13	and	_	and	CC	O	(a<root> / --LEX--  :op1 (b<op1>)  :op2 (g<op2>))	$LEMMA$	(op2(), op1())	7	APP_o	true
14	Interplanetary_Dust_Particles	_name_	Particles	NNPS	O	(d<root> / --LEX--)	$LEMMA$	()	13	APP_op2	true
15	collected	_	collect	VBN	O	(s<root> / --LEX--  :ARG0 (y<s>)  :ARG1 (a<o>))	$LEMMA$-01	(s(), o())	14	MOD_o	true
16	by	_	by	IN	O	_	$LEMMA$	_	0	IGNORE	true
17	U2	u2	U2	NNP	O	(d<root> / --LEX--)	_NAME_	()	15	APP_s	true
18	in	_	in	IN	O	_	$LEMMA$	_	0	IGNORE	true
19	the	_	the	DT	O	_	person	_	0	IGNORE	true
20	stratosphere)	_	stratosphere)	NNS	O	_	_NAME_	_	0	IGNORE	true
21	.	_	.	.	O	_	multi-sentence	_	0	IGNORE	true

nodealignment=[15@@s@@collect-01, 1@@d@@this, 8@@s@@return-01, 9@@d@@sample-01, 7@@s@@handle-01, 14@@d@@Particles, 4@@n@@_NAME_, 10@@p@@(moon, 17@@d@@_NAME_, 13@@a@@and, 5@@r@@group]
sentence=1	Often,	_name_	often,	CD	O	_	and	_	0	IGNORE	true
2	the	_	the	DT	O	_	person	_	0	IGNORE	true
3	entrepreneurial	_	entrepreneurial	JJ	O	(p<root> / --LEX--  :mod-of (s<mod>))	$LEMMA$	(mod())	4	MOD_mod	true
4	mindset	_	mindset	NN	O	(d<root> / --LEX--)	$LEMMA$	()	5	APP_o	true
5	includes	_	include	VBZ	O	(s<root> / --LEX--  :ARG1 (w<s>)  :ARG2 (d<o>))	$LEMMA$-01	(s(), o())	0	ROOT	true
6	futuristic	_	futuristic	JJ	O	(p<root> / --LEX--  :mod-of (s<mod>))	$LEMMA$	(mod())	7	MOD_mod	true
7	ideas	_	idea	NNS	O	(d<root> / --LEX--)	$LEMMA$	()	5	APP_s	true
8	that	_	that	WDT	O	_	mean-01	_	0	IGNORE	true
9	shake	_	shake	VBP	O	(s<root> / --LEX--  :ARG0 (y<s>)  :ARG1 (a<o>))	$LEMMA$-up-03	(s(), o())	7	MOD_s	true
10	up	_	up	RP	O	_	$LEMMA$	_	0	IGNORE	true
11	the	_	the	DT	O	_	he	_	0	IGNORE	true
12	normal,	_	normal,	NNP	O	_	thing	_	0	IGNORE	true
13	conventional	_	conventional	JJ	O	(p<root> / --LEX--  :mod-of (s<mod>))	$LEMMA$	(mod())	14	MOD_mod	true
14	processes	_	process	NNS	O	(d<root> / --LEX--)	$LEMMA$-02	()	9	APP_o	true
15	that	_	that	WDT	O	_	$LEMMA$	_	0	IGNORE	true
16	are	_	be	VBP	O	_	person	_	0	IGNORE	true
17	grounded	_	ground	VBN	O	(s<root> / --LEX--  :ARG1 (w<s>)  :ARG2 (d<o>))	$LEMMA$-02	(s(), o())	14	MOD_s	true
18	in	_	in	IN	O	_	cause-01	_	0	IGNORE	true
19	experience	_	experience	NN	O	(d<root> / --LEX--)	$LEMMA$-01	()	17	APP_o	true
20	over	_	over	IN	O	_	$LEMMA$	_	0	IGNORE	true
21	time	_	time	NN	O	(b<root> / --LEX--  :duration-of (e<mod>))	$LEMMA$	(mod())	17	MOD_mod	true
22	.	_	.	.	O	_	multi-sentence	_	0	IGNORE	true

nodealignment=[13@@p@@conventional, 14@@d@@process-02, 3@@p@@entrepreneurial, 6@@p@@futuristic, 21@@b@@time, 17@@s@@ground-02, 7@@d@@idea, 5@@s@@include-01, 4@@d@@mindset, 19@@d@@experience-01, 9@@s@@shake-up-03]
sentence=1	He	he	He	PRP	O	(d<root> / --LEX--)	$LEMMA$	()	2	APP_s	true
2	described	_	describe	VBD	O	(t<root> / --LEX--  :ARG0 (i<s>)  :ARG1 (y<o>)  :ARG2 (r<o2>))	$LEMMA$-01	(o2(s_UNIFY_o()), s())	0	ROOT	true
3	Montalvo	_name_	Montalvo	NNP	O	(p<root> / person  :name (n / --LEX--))	_NAME_	()	2	APP_o	true
4	as	_	as	IN	O	_	cause-01	_	0	IGNORE	true
5	an	_	an	DT	O	_	1	_	0	IGNORE	true
6	individual,	_	individual,	NNP	O	_	$LEMMA$	_	0	IGNORE	true
7	"facing	_	"face	VBG	O	(s<root> / --LEX--  :ARG0 (y<s>)  :ARG1 (a<o>))	$LEMMA$-01	(s(), o())	2	APP_o2	true
8	the	_	the	DT	O	_	person	_	0	IGNORE	true
9	penitentiary	_	penitentiary	NN	O	(d<root> / --LEX--)	$LEMMA$	()	7	APP_o	true
10	in	_	in	IN	O	_	i	_	0	IGNORE	true
11	thanks	_	thank	NNS	O	(i2<root> / --LEX--  :ARG0 (i<s>)  :ARG2 (t<o>)  :purpose-of (l<mod>))	thank-01	(mod(), s(), o())	7	MOD_mod	true
12	for	_	for	IN	O	_	cause-01	_	0	IGNORE	true
13	the	_	the	DT	O	_	cause-01	_	0	IGNORE	true
14	following	_	follow	VBG	O	(s<root> / --LEX--  :ARG1 (p<s>))	$LEMMA$-01	(s())	11	APP_o	true
15	sins:	_name_	sins:	JJ	O	(s<root> / --LEX--  :ARG0 (y<s>)  :ARG1 (a<o>))	and	(s(), o())	2	MOD_s	true
16	a)	_	a)	NN	O	_	$LEMMA$	_	0	IGNORE	true
17	Leaving	leaving	leave	VBG	O	(s<root> / --LEX--  :ARG1 (p<s>))	$LEMMA$-15	(s())	14	APP_s	true
18	a	_	a	DT	O	_	cause-01	_	0	IGNORE	true
19	lifehood	_	lifehood	NN	O	(d<root> / --LEX--)	$LEMMA$	()	17	APP_s	true
20	of	_	of	IN	O	_	cause-01	_	0	IGNORE	true
21	slavery	_	slavery	NN	O	(p<root> / --LEX--  :mod-of (s<mod>))	$LEMMA$	(mod())	19	MOD_mod	true
22	to	_	to	TO	O	_	cause-01	_	0	IGNORE	true
23	get	_	get	VB	O	(s<root> / --LEX--  :ARG1 (i2<o>)  :ARG0 (i<s>)  :purpose-of (c<mod>))	$LEMMA$-01	(mod(), s(), o())	17	MOD_mod	true
24	a	_	a	DT	O	_	thing	_	0	IGNORE	true
25	taste	_	taste	NN	O	(s<root> / --LEX--  :ARG1 (p<s>))	$LEMMA$-01	(s())	23	APP_s	true
26	of	_	of	IN	O	_	include-91	_	0	IGNORE	true
27	freedom	_	freedom	NN	O	(d<root> / --LEX--)	free-04	()	25	APP_s	true
28	and	_	and	CC	O	(a<root> / --LEX--  :op2 (f<op2>))	$LEMMA$	(op2())	23	APP_o	true
29	the	_	the	DT	O	_	he	_	0	IGNORE	true
30	world.	_	world.	NN	O	(d<root> / --LEX--)	_NAME_	()	28	APP_op2	true
31	b)	_	b)	XX	O	_	_NAME_	_	0	IGNORE	true
32	Refusing	refusing	refuse	VBG	O	(s<root> / --LEX--  :ARG0 (y<s>)  :ARG1 (a<o>))	$LEMMA$-01	(s(), o())	15	APP_o	true
33	-	_	-	:	O	_	cause-01	_	0	IGNORE	true
34	despite	_	despite	IN	O	_	$LEMMA$	_	0	IGNORE	true
35	every	_	every	DT	O	(p<root> / --LEX--  :mod-of (s<mod>))	$LEMMA$	(mod())	37	MOD_mod	true
36	provocation	_	provocation	NN	O	(d<root> / --LEX--)	provoke-01	()	37	APP_op1	true
37	and	_	and	CC	O	(a<root> / --LEX--  :op2 (s<op2>)  :op1 (l<op1>)  :op3 (s2<op3>))	$LEMMA$	(op2(), op1(), op3())	32	APP_o	true
38	incentive	_	incentive	NN	O	(d<root> / --LEX--)	incentivize-01	()	37	APP_op2	true
39	and	_	and	CC	O	(o<root> / --LEX--  :op2 (s<op2>)  :op1 (a<op1>)  :source-of (i<mod>))	$LEMMA$	(op2(), op1(), mod())	37	MOD_mod	true
40	threat	_	threat	NN	O	(d<root> / --LEX--)	$LEMMA$en-01	()	37	APP_op3	true
41	-	_	-	HYPH	O	_	$LEMMA$	_	0	IGNORE	true
42	to	_	to	TO	O	_	cause-01	_	0	IGNORE	true
43	frame	_	frame	VB	O	(s<root> / --LEX--  :ARG1 (p<s>))	$LEMMA$-01	(s())	32	APP_s	true
44	three	_	three	CD	O	(explicitanon0<root> / --LEX--  :quant-of (b<mod>))	3	(mod())	45	MOD_mod	true
45	guys	_	guy	NNS	O	(d<root> / --LEX--)	$LEMMA$	()	43	APP_s	true
46	who	_	who	WP	O	_	slash	_	0	IGNORE	true
47	went	_	go	VBD	O	(l<root> / --LEX--  :ARG0 (b<s>)  :ARG1 (t<o>))	$LEMMA$-02	(o(poss_UNIFY_s()))	45	MOD_s	true
48	out	_	out	IN	O	_	$LEMMA$-06	_	0	IGNORE	true
49	of	_	of	IN	O	_	include-91	_	0	IGNORE	true
50	their	_	they	PRP$	O	_	$LEMMA$	_	0	IGNORE	true
51	ways	_	way	NNS	O	(m<root> / --LEX--  :poss (i<poss>))	$LEMMA$	(poss())	47	APP_o	true
52	(and	_	(and	NNP	O	_	$LEMMA$	_	0	IGNORE	true
53	dipped	_	dip	VBD	O	(s<root> / --LEX--  :ARG2 (g<s>))	$LEMMA$-01	(s())	45	MOD_s	true
54	into	_	into	IN	O	_	$LEMMA$	_	0	IGNORE	true
55	their	_	they	PRP$	O	_	$LEMMA$	_	0	IGNORE	true
56	pockets)	_	pockets)	NNS	O	_	thing	_	0	IGNORE	true
57	to	_	to	TO	O	_	cause-01	_	0	IGNORE	true
58	help	_	help	VB	O	(s<root> / --LEX--  :ARG1 (i2<o>)  :ARG0 (i<s>)  :purpose-of (c<mod>))	$LEMMA$-01	(mod(), s(), o())	53	MOD_mod	true
59	the	_	the	DT	O	_	person	_	0	IGNORE	true
60	kid	_	kid	NN	O	(d<root> / --LEX--)	$LEMMA$	()	61	APP_s	true
61	achieve	_	achieve	VB	O	(s<root> / --LEX--  :ARG1 (p<s>))	$LEMMA$-01	(s())	58	APP_o	true
62	that	_	that	DT	O	_	$LEMMA$	_	0	IGNORE	true
63	freedom.	_	freedom.	NN	O	_	$LEMMA$	_	0	IGNORE	true
64	"	_	"	''	O	_	person	_	0	IGNORE	true

nodealignment=[19@@d@@lifehood, 36@@d@@provoke-01, 38@@d@@incentivize-01, 58@@s@@help-01, 61@@s@@achieve-01, 35@@p@@every, 53@@s@@dip-01, 21@@p@@slavery, 23@@s@@get-01, 27@@d@@free-04, 25@@s@@taste-01, 11@@i2@@thank-01, 30@@d@@_NAME_, 14@@s@@follow-01, 28@@a@@and, 47@@l@@go-02, 17@@s@@leave-15, 60@@d@@kid, 51@@m@@way, 43@@s@@frame-01, 3@@n@@_NAME_, 32@@s@@refuse-01, 39@@o@@and, 40@@d@@threaten-01, 3@@p@@person, 15@@s@@and, 7@@s@@"face-01, 44@@explicitanon0@@3, 2@@t@@describe-01, 37@@a@@and, 45@@d@@guy, 1@@d@@He, 9@@d@@penitentiary]
sentence=1	If	if	if	IN	O	_	have-condition-91	_	0	IGNORE	true
2	you're	_	you're	PRP	O	_	-	_	0	IGNORE	true
3	a	_	a	DT	O	_	-	_	0	IGNORE	true
4	chronic	_	chronic	JJ	O	(p<root> / --LEX--  :mod-of (s<mod>))	$LEMMA$	(mod())	7	MOD_mod	true
5	procrastinator,	_	procrastinator,	NNP	O	_	have-03	_	0	IGNORE	true
6	you	_	you	PRP	O	_	$LEMMA$	_	0	IGNORE	true
7	know	_	know	VBP	O	(s<root> / --LEX--  :ARG1 (p<s>))	$LEMMA$-01	(s())	0	ROOT	true
8	the	_	the	DT	O	_	he	_	0	IGNORE	true
9	pain	_	pain	NN	O	(d<root> / --LEX--)	$LEMMA$-01	()	10	APP_op1	true
10	and	_	and	CC	O	(a<root> / --LEX--  :op1 (b<op1>)  :op2 (g<op2>))	$LEMMA$	(op2(), op1())	7	APP_s	true
11	stress	_	stress	NN	O	(d<root> / --LEX--)	$LEMMA$-02	()	10	APP_op2	true
12	that	_	that	WDT	O	_	$LEMMA$	_	0	IGNORE	true
13	comes	_	come	VBZ	O	(s<root> / --LEX--  :ARG1 (w<s>)  :ARG2 (d<o>))	$LEMMA$-03	(s(), o())	10	MOD_s	true
14	with	_	with	IN	O	_	-	_	0	IGNORE	true
15	putting	_	put	VBG	O	(s<root> / --LEX--  :ARG1 (p<s>))	$LEMMA$-off-06	(s())	13	APP_o	true
16	things	_	thing	NNS	O	(d<root> / --LEX--)	$LEMMA$	()	15	APP_s	true
17	off	_	off	RP	O	_	$LEMMA$	_	0	IGNORE	true
18	.	_	.	.	O	_	multi-sentence	_	0	IGNORE	true

nodealignment=[16@@d@@thing, 11@@d@@stress-02, 9@@d@@pain-01, 4@@p@@chronic, 7@@s@@know-01, 10@@a@@and, 13@@s@@come-03, 15@@s@@put-off-06]
sentence=1	Stardust	stardust	Stardust	NNP	O	(n<root> / --LEX--  :name-of (s<mod>))	_NAME_	(mod())	6	MOD_mod	true
2	is	_	be	VBZ	O	_	recognize-02	_	0	IGNORE	true
3	a	_	a	DT	O	_	name	_	0	IGNORE	true
4	NASA	_name_	NASA	NNP	O	(g<root> / government-organization  :name (n / --LEX--))	_NAME_	()	6	APP_poss	true
5	space	_	space	NN	O	(p<root> / --LEX--  :mod-of (s<mod>))	$LEMMA$	(mod())	6	MOD_mod	true
6	capsule	_	capsule	NN	O	(m<root> / --LEX--  :poss (i<poss>))	$LEMMA$	(poss())	0	ROOT	true
7	that	_	that	WDT	O	_	cause-01	_	0	IGNORE	true
8	collected	_	collect	VBD	O	(s<root> / --LEX--  :ARG0 (y<s>)  :ARG1 (a<o>))	$LEMMA$-01	(s(), o())	6	MOD_s	true
9	samples	_	sample	NNS	O	(s<root> / --LEX--  :ARG1 (p<s>))	$LEMMA$-01	(s())	8	APP_o	true
10	from	_	from	IN	O	_	thing	_	0	IGNORE	true
11	comet	_	comet	NN	O	(d<root> / --LEX--)	$LEMMA$	()	9	APP_s	true
12	81P/Wild	_name_	81p/wild	CD	O	(n<root> / --LEX--  :name-of (s<mod>))	_NAME_	(mod())	11	MOD_mod	true
13	(also	_	(also	XX	O	(n<root> / --LEX--  :name-of (s<mod>))	_NAME_	(mod())	8	MOD_mod	true
14	known	_	know	VBN	O	(s<root> / --LEX--  :ARG1 (p<s>))	$LEMMA$-02	(s())	6	MOD_s	true
15	as	_	as	IN	O	_	cause-01	_	0	IGNORE	true
16	"Wild	"wild	"wild	CD	O	_	_NAME_	_	0	IGNORE	true
17	2)	_	2)	CD	O	_	mean-01	_	0	IGNORE	true
18	in	_	in	IN	O	_	i	_	0	IGNORE	true
19	deep	_	deep	JJ	O	(s<root> / --LEX--  :ARG1 (p<s>))	$LEMMA$	(s())	20	MOD_s	true
20	space	_	space	NN	O	(b<root> / --LEX--  :location-of (h<mod>))	$LEMMA$	(mod())	8	MOD_mod	true
21	and	_	and	CC	O	(a<root> / --LEX--  :op1 (b<op1>)  :op2 (g<op2>))	$LEMMA$	(op2(), op1())	6	MOD_op1	true
